Scenario,Date,APCP,TMP,RH,WS,WD,FFMC,DMC,DC,ISI,BUI,FWI
-32,2017-09-05 13:00,6.3,8.3,88.7,14.7,329,34.6,11,347.5,0,20.3,0
-32,2017-09-06 13:00,0.9,14.4,56,11.4,280.9,62.1,12.2,351.8,0.8,22.4,0.8
-32,2017-09-07 13:00,0.3,18.6,44.9,18.6,328.5,82.1,14.1,356.9,3.7,25.7,6.9
-32,2017-09-08 13:00,0,19.4,47.6,14.2,234.3,86.5,16,362.1,5.3,28.9,10.2
-32,2017-09-09 13:00,0,25.4,41,14.2,262.7,89.4,18.8,368.3,8.1,33.4,15.4
-32,2017-09-10 13:00,0.1,19.6,47.9,9.4,357.8,89.3,20.7,373.6,6.2,36.4,13.2
-32,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,46.1,10.7,342.4,0.2,19.8,0.2
-33,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-33,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-33,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-33,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-33,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-33,2017-09-01 13:00,0,20.4,59.3,19.6,212.2,83.9,39.3,394.2,4.9,62.9,14.8
-33,2017-09-02 13:00,18,18.8,74.7,16.6,273.7,49.2,16.9,333.1,0.3,30,0.4
-33,2017-09-03 13:00,3.2,7.3,67,17.7,333.4,50.8,12.7,329.8,0.4,23.2,0.4
-33,2017-09-04 13:00,0,11.8,47.4,12.3,328.2,72.7,13.9,333.6,1.3,25.3,2.1
-33,2017-09-05 13:00,0,15.6,44.3,7.2,233.1,82.8,15.6,338.1,2.3,28,4.5
-33,2017-09-06 13:00,0.7,18.1,75.2,7.5,125.2,80.7,16.4,343.1,1.8,29.4,3.7
-33,2017-09-07 13:00,0,23.1,65.1,13,176.8,84.2,17.9,348.9,3.6,31.8,7.8
-33,2017-09-08 13:00,4.1,19.1,88.1,13.5,208.6,52.2,12.4,344.2,0.4,22.7,0.4
-33,2017-09-09 13:00,2.7,18.1,48.4,22.5,291.6,70.9,11,349.1,2,20.4,3.2
-33,2017-09-10 13:00,0,21.3,37.2,11.9,256,86,13.5,354.6,4.4,24.7,8
-33,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,45.6,7,325,0.2,13.3,0.2
-34,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-34,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-34,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-34,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-34,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-34,2017-09-01 13:00,0,20.4,52.4,16.7,212.7,84.9,39.6,394.2,4.8,63.2,14.7
-34,2017-09-02 13:00,6.1,16.9,77,12.5,251.6,53.1,24.7,379.6,0.4,42.5,0.7
-34,2017-09-03 13:00,3.1,11.6,79.9,20.2,321.5,50.9,19.3,376.8,0.5,34.2,0.6
-34,2017-09-04 13:00,1.8,10.7,58,12.2,315,61.8,18.5,380.4,0.8,33,1.3
-34,2017-09-05 13:00,0.7,15.2,68.2,6.5,213.7,71.8,19.4,384.8,0.9,34.5,1.7
-34,2017-09-06 13:00,7.8,10.3,58.8,18.1,6.8,52.3,11.2,362.5,0.5,20.8,0.5
-34,2017-09-07 13:00,0.7,14.8,56.5,13,274.8,72.2,12.4,366.8,1.3,22.9,1.9
-34,2017-09-08 13:00,4.3,15.8,63.2,17.7,296.6,62.5,8.9,360.2,1.1,16.7,0.9
-34,2017-09-09 13:00,2.7,14.6,50.4,7.5,324.8,64.3,7.7,364.6,0.7,14.6,0.6
-34,2017-09-10 13:00,0.9,11.9,60,12,318.6,73.3,8.6,368.4,1.3,16.2,1.2
-34,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,43.3,4.4,337.7,0.1,8.6,0.1
-35,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-35,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-35,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-35,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-35,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-35,2017-09-01 13:00,0,15.9,60.4,19.4,195.1,82.7,38.9,393.4,4.2,62.4,13
-35,2017-09-02 13:00,17.7,18.1,72.6,10.9,287.2,46.3,16.8,333.3,0.2,29.8,0.2
-35,2017-09-03 13:00,0,15.8,66.1,8.2,293.2,66.9,17.8,337.8,0.9,31.5,1.2
-35,2017-09-04 13:00,1.5,6.8,77.2,21.4,317.7,64.8,18.1,340.8,1.5,32,3.3
-35,2017-09-05 13:00,1.5,11.9,49.9,13.2,325,71.9,19.3,344.6,1.3,33.9,2.8
-35,2017-09-06 13:00,0.4,14.8,61.7,4.5,161.6,79,20.4,349,1.3,35.6,2.9
-35,2017-09-07 13:00,0,16.9,59.2,17.2,195.8,83.6,21.7,353.8,4.2,37.6,9.7
-35,2017-09-08 13:00,0,24.4,58.7,17.9,228.3,86.1,23.6,359.9,6,40.5,13.7
-35,2017-09-09 13:00,1.4,19.1,53,15.3,260.5,81.6,25.3,365,2.9,43.1,7.8
-35,2017-09-10 13:00,0,19.9,47.6,5.3,227.7,86,27.2,370.3,3.2,46,8.7
-35,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,45.6,13.7,339.4,0.2,24.9,0.2
-36,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-36,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-36,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-36,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-36,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-36,2017-09-01 13:00,0.1,19.9,55.2,14.2,165.3,84.2,39.4,394.1,3.8,63.1,12.3
-36,2017-09-02 13:00,4.5,20.6,59.5,11.3,247.5,67.2,28.3,386.7,1,47.9,2.8
-36,2017-09-03 13:00,13.2,12.8,91.5,19.8,294.7,27.8,12.7,343.5,0,23.3,0
-36,2017-09-04 13:00,10.1,8.3,72.7,15.3,315,31.6,6.6,314.9,0,12.5,0
-36,2017-09-05 13:00,5,6.3,56.2,15.3,279.5,42,4,305.5,0.1,7.8,0.1
-36,2017-09-06 13:00,5.7,5.2,80.7,11.3,300.6,31.3,1.9,293.8,0,3.7,0
-36,2017-09-07 13:00,2.3,8.8,71.6,5.5,191.3,40.2,1.3,297.1,0,2.6,0
-36,2017-09-08 13:00,0,12.3,52.6,7.4,313,64.5,2.5,301,0.8,4.8,0.3
-36,2017-09-09 13:00,0.4,14.6,71,12.5,221.5,75.2,3.3,305.3,1.5,6.4,0.7
-36,2017-09-10 13:00,1.2,9.4,57.9,17.6,303.3,75.5,4.1,308.7,1.9,7.9,1.1
-36,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,43.7,2,282.5,0.2,3.9,0.1
-37,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-37,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-37,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-37,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-37,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-37,2017-09-01 13:00,0,19.9,54.7,15.3,219.3,84.4,39.4,394.1,4.2,63.1,13.1
-37,2017-09-02 13:00,8.1,14.4,97.3,13.6,197,26.8,21.4,370.6,0,37.4,0
-37,2017-09-03 13:00,4.8,11.9,87,13.4,263.8,28.3,14,361.3,0,25.5,0
-37,2017-09-04 13:00,4.2,11.1,77.5,10,291,34.9,9.4,354.3,0,17.7,0
-37,2017-09-05 13:00,8.3,9.4,96.2,13.9,58.8,14.1,4.7,331.7,0,9,0
-37,2017-09-06 13:00,24.4,7.5,55.2,20.1,296.6,36,2.3,257.2,0,4.5,0
-37,2017-09-07 13:00,2.7,9.9,51,10,334.4,51.9,2,260.7,0.3,3.9,0.1
-37,2017-09-08 13:00,9.4,5.2,54.1,25.9,293.7,45.4,0.9,239.4,0.3,1.7,0.1
-37,2017-09-09 13:00,0.1,11.7,53.5,12.2,289,68.6,1.9,243.2,1.1,3.8,0.4
-37,2017-09-10 13:00,0.9,16.4,83.2,17.3,234.3,71.4,2.4,247.9,1.6,4.8,0.7
-37,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,42.9,1.1,225.7,0.1,2.1,0
-38,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-38,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-38,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-38,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-38,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-38,2017-09-01 13:00,0,19.6,47.4,18,233.1,85.6,39.7,394,5.6,63.4,16.6
-38,2017-09-02 13:00,11.4,11.9,94.7,3,225,23.2,19,356.8,0,33.5,0
-38,2017-09-03 13:00,6.6,13.8,89.4,10,310.6,21.8,11,341.1,0,20.3,0
-38,2017-09-04 13:00,9.9,13.6,95.8,15.4,159.4,11.9,5.3,314.3,0,10.3,0
-38,2017-09-05 13:00,5.9,12.7,79.3,17.8,252.3,31.9,3,303,0,5.8,0
-38,2017-09-06 13:00,5.2,10.8,93.1,19.4,259.3,23.2,1.2,294.1,0,2.4,0
-38,2017-09-07 13:00,1.3,14.4,64.2,19.1,274.3,55.2,2.2,298.4,0.7,4.4,0.3
-38,2017-09-08 13:00,0.4,17.1,56.7,7.9,245.8,74.4,3.6,303.2,1.1,7.1,0.6
-38,2017-09-09 13:00,5.3,13.9,89.7,6.3,256.8,37.9,1.8,294.4,0,3.5,0
-38,2017-09-10 13:00,1.3,12.8,64.4,13.7,293.2,58.8,2.6,298.5,0.8,5.2,0.3
-38,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,40.4,1.2,273,0.1,2.4,0
-39,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-39,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-39,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-39,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-39,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-39,2017-09-01 13:00,0,19.4,64.5,23.3,197,83,39,394,5.2,62.6,15.6
-39,2017-09-02 13:00,38.7,15.6,96,14.5,289.2,17.8,13.1,262.1,0,23.2,0
-39,2017-09-03 13:00,3.7,9.4,74,23.2,302.9,38.6,9.2,258.7,0.1,16.9,0.1
-39,2017-09-04 13:00,2.3,10.4,62.6,12.5,309.2,52.7,7.8,262.3,0.4,14.6,0.3
-39,2017-09-05 13:00,0,15.4,45.2,5.3,289.6,73.9,9.4,266.8,0.9,17.4,0.8
-39,2017-09-06 13:00,0,17.4,54.6,10.8,210,82.5,10.9,271.6,2.6,19.9,4.2
-39,2017-09-07 13:00,0.8,20.4,65.8,17.5,278.3,82.4,12.3,277,3.6,22.1,6.2
-39,2017-09-08 13:00,3.3,12.2,66.5,16.4,285.3,63.8,9.2,275.1,1.1,17,0.9
-39,2017-09-09 13:00,0.3,9.8,43.7,11,308.4,77.9,10.3,278.6,1.6,18.9,2.2
-39,2017-09-10 13:00,0.4,10.2,49.6,16.6,268.8,83.2,11.3,282.1,3.8,20.6,6.3
-39,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,45.1,5.9,257.7,0.2,11.1,0.1
-40,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-40,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-40,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-40,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-40,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-40,2017-09-01 13:00,0.1,16.9,61.9,21.3,206.1,82.8,39,393.6,4.6,62.5,14.1
-40,2017-09-02 13:00,5.8,19.4,58,13,255.6,64.5,25.5,380.6,1,43.7,2.5
-40,2017-09-03 13:00,1,12.2,54,17.7,333.4,75.1,26.6,384.5,1.9,45.4,5.3
-40,2017-09-04 13:00,0.8,12.6,47.9,6.1,315,80,27.9,388.4,1.6,47.3,4.5
-40,2017-09-05 13:00,0.1,15.7,43.9,5.5,97.6,85.2,29.5,392.9,2.9,49.7,8.3
-40,2017-09-06 13:00,0,16.6,43.2,4.7,261.3,87.2,31.3,397.7,3.6,52.4,10.5
-40,2017-09-07 13:00,0,17.8,51.3,9,216.9,87.2,33,402.5,4.5,54.7,12.9
-40,2017-09-08 13:00,0.3,13.9,66.9,15.3,219.3,85.6,33.9,406.8,5,56.1,14
-40,2017-09-09 13:00,2.2,17.3,70.3,9.3,283.5,70.2,30.4,411.6,1,51.3,2.9
-40,2017-09-10 13:00,3.8,8.8,67.7,21.2,290.9,57.2,22.3,404.7,1,39.2,2.1
-40,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,40,11.4,370.9,0.1,21.2,0.1
-41,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-41,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-41,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-41,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-41,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-41,2017-09-01 13:00,0,17.9,56.8,20.6,185,83.8,39.2,393.7,5,62.8,15.1
-41,2017-09-02 13:00,15.8,18.6,67.6,9.7,254.9,49.5,17.7,340.8,0.3,31.4,0.3
-41,2017-09-03 13:00,0,17.9,56.4,11.2,266.3,73.5,19.2,345.7,1.2,33.7,2.6
-41,2017-09-04 13:00,0,13.8,40.6,15.9,298.3,84,20.8,349.9,4.1,36.2,9.4
-41,2017-09-05 13:00,0.3,12.8,60.4,14,124.5,84.3,21.8,353.9,3.9,37.7,9.2
-41,2017-09-06 13:00,19.9,9.9,95.1,6,25,18.8,9,290.6,0,16.7,0
-41,2017-09-07 13:00,4,8.3,84.7,9.3,352.6,24.6,5.7,285.5,0,10.8,0
-41,2017-09-08 13:00,0.4,10.6,63.2,10.7,295.2,51.5,6.5,289.1,0.3,12.2,0.2
-41,2017-09-09 13:00,0,14.4,60.3,7.4,240.9,70.1,7.6,293.5,0.9,14.2,0.7
-41,2017-09-10 13:00,1.8,8.8,87.9,9.8,8.4,57.6,6.6,296.7,0.6,12.6,0.4
-41,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,40.1,3.4,271.4,0.1,6.6,0
-42,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-42,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-42,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-42,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-42,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-42,2017-09-01 13:00,0.3,22.4,62.7,17.6,210.8,83.7,39.3,394.5,4.3,62.9,13.4
-42,2017-09-02 13:00,17.8,21.1,62.3,10.6,279.8,55.2,17.5,334.5,0.5,31,0.6
-42,2017-09-03 13:00,0.2,19.8,49.2,14.2,305.7,79.1,19.4,339.8,2.1,34,4.9
-42,2017-09-04 13:00,4.2,11.4,49.4,10.2,280.1,61.6,14,333.5,0.8,25.4,0.8
-42,2017-09-05 13:00,0.1,16.9,51.4,12.3,265,79,15.6,338.2,1.9,28,3.8
-42,2017-09-06 13:00,0.3,20.1,42.5,9.8,324,86.5,17.8,343.5,4.2,31.5,8.9
-42,2017-09-07 13:00,0,23.6,44.8,9.6,214.3,88.5,20.2,349.5,5.6,35.3,11.9
-42,2017-09-08 13:00,0,24.1,56.6,10.2,225,88.5,22.1,355.5,5.8,38.3,12.8
-42,2017-09-09 13:00,0.6,22.4,62.1,6.4,63.4,85.7,23.7,361.3,3.2,40.8,8.2
-42,2017-09-10 13:00,1.3,23.3,71.2,5.4,180,78.4,25,367.1,1.3,42.7,3.3
-42,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,44.2,12.7,336.5,0.2,23.2,0.2
-43,2017-08-27 13:00,0,22.6,36,10.7,175.2,90.3,63.7,403.4,7.7,91.4,25.2
-43,2017-08-28 13:00,0.1,23.9,45.3,14.5,222.6,90.4,66.6,410.8,9.4,94.7,29.4
-43,2017-08-29 13:00,0.2,26.9,39.1,19.8,252.3,90.5,70.1,418.6,12.5,98.8,36.3
-43,2017-08-30 13:00,9,15.6,40.3,15.7,347.5,64.3,39.6,391.1,1.1,63.2,4
-43,2017-08-31 13:00,0,19.1,32.2,1.7,272.5,81.7,42.5,397.5,1.5,67,5.6
-43,2017-09-01 13:00,0,21.6,36,19.3,196.8,88.9,45.1,403.1,9.7,70.4,26
-43,2017-09-02 13:00,12,16.3,92.5,21.3,267.6,33.5,21.8,363.4,0,37.9,0
-43,2017-09-03 13:00,3.3,21.1,43.6,19.1,288,69,18.3,361.8,1.6,32.5,3.5
-43,2017-09-04 13:00,5.4,9.3,78.3,17,294.9,46.2,11.4,349.8,0.2,21.1,0.2
-43,2017-09-05 13:00,3.9,7.8,80,21.6,334.4,43.1,7.6,343.9,0.2,14.5,0.1
-43,2017-09-06 13:00,1.6,7.3,66.3,18.2,332,56.7,7.6,346.9,0.8,14.4,0.6
-43,2017-09-07 13:00,0.4,10.6,42.7,11.3,276.2,75.3,8.8,350.5,1.4,16.5,1.5
-43,2017-09-08 13:00,0,17.9,37.2,24.3,239.6,86.8,10.9,355.4,9.2,20.2,13.2
-43,2017-09-09 13:00,0,22.6,44.8,0.9,26.6,88.1,13.2,361.2,3.4,24.2,6.3
-43,2017-09-10 13:00,0,24.3,49.8,12.4,274.3,88.2,15.5,367.3,6.2,28,11.4
-43,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,45.9,8,336.6,0.2,15.2,0.2
-44,2017-08-27 13:00,0,22.9,38.9,10.9,170.7,90.2,63.6,403.5,7.6,91.3,25
-44,2017-08-28 13:00,0.5,24.1,43.8,15.1,223.5,90.2,66.6,410.9,9.5,94.8,29.6
-44,2017-08-29 13:00,1.5,21.1,67,16.4,271,80,68.1,417.7,2.6,96.7,11.5
-44,2017-08-30 13:00,1.3,17.9,44.3,11.1,356.9,81.3,70.3,423.9,2.3,99.4,10.7
-44,2017-08-31 13:00,0,18.8,27.6,7.6,179.7,89.1,73.2,430.3,5.5,102.7,21.1
-44,2017-09-01 13:00,0,22.9,51.1,20.5,183.7,89.1,75.3,436.1,10.7,105.2,33.6
-44,2017-09-02 13:00,10.9,15.1,64.9,23,302.5,56.8,39.5,397.3,1,63.3,3.6
-44,2017-09-03 13:00,4.4,11.4,53.4,21.5,293.8,59.1,28.2,388.7,1.1,47.7,3.2
-44,2017-09-04 13:00,0.8,6.5,54.2,19.2,283.2,71.8,28.8,391.6,1.7,48.7,5.2
-44,2017-09-05 13:00,3.7,7.2,84.5,12.7,326.8,46.5,20.9,385.1,0.2,36.7,0.3
-44,2017-09-06 13:00,7.9,10.3,82.7,11.2,260,31.4,11.4,362.1,0,21.2,0
-44,2017-09-07 13:00,4.5,12.2,86.4,9.8,158.4,29.4,7.2,354.1,0,13.8,0
-44,2017-09-08 13:00,14.4,8.1,90.8,19.3,351.6,17.4,3.2,309.1,0,6.2,0
-44,2017-09-09 13:00,1.9,11.8,45.1,10.9,310.1,50.3,3.5,313,0.3,6.8,0.1
-44,2017-09-10 13:00,0,15.4,35.7,21.1,210.9,79,5.4,317.5,3,10.4,3.2
-44,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,44.3,2.7,290.6,0.2,5.3,0.1
-45,2017-08-27 13:00,0,22.6,36.3,12.2,175.8,90.3,63.7,403.5,8.3,91.4,26.5
-45,2017-08-28 13:00,0.1,24.4,43.9,15.4,222.1,90.4,66.7,410.8,9.8,94.9,30.3
-45,2017-08-29 13:00,2.7,21.3,70.6,16.2,262,72.7,55.4,417.7,1.6,83.2,6.8
-45,2017-08-30 13:00,1.8,16.3,43,14.8,347.9,77.1,53.5,423.6,1.8,81.3,7.8
-45,2017-08-31 13:00,0,18.1,27.4,3.9,148.7,87.3,56.4,429.9,3.6,84.9,13.8
-45,2017-09-01 13:00,0,21.9,35,19.4,186.3,90,59.1,435.5,11.4,88.2,32.4
-45,2017-09-02 13:00,3.6,23.9,40.9,16.5,276,80.1,46.1,431.4,2.6,72.7,9.8
-45,2017-09-03 13:00,2.9,16.1,47,27.4,296.3,75.6,38.7,429.7,3.1,63.2,10.5
-45,2017-09-04 13:00,0.3,12.6,45.2,25.6,303.4,84.1,40.1,433.7,6.7,65.1,19.2
-45,2017-09-05 13:00,0.2,12.6,54.5,17,301.2,85,41.2,437.7,5,66.7,15.5
-45,2017-09-06 13:00,0,14.2,53.3,9.5,114.6,85.6,42.5,441.9,3.7,68.5,12.5
-45,2017-09-07 13:00,16.8,8,94.6,19.3,38.9,23,18.1,376.1,0,32.3,0
-45,2017-09-08 13:00,4.5,8.4,63.8,9.6,16.1,36.4,12.2,366.9,0,22.6,0
-45,2017-09-09 13:00,0,12.2,46,10,251.5,65.1,13.5,370.8,0.9,24.7,0.9
-45,2017-09-10 13:00,0,13.6,41.6,11.9,245.1,80.5,15,374.9,2.2,27.3,4.3
-45,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,44.6,7.8,343.7,0.2,14.8,0.1
-46,2017-08-27 13:00,0,21.1,48.2,11.6,175.2,89.6,63,403.2,7.2,90.6,24.1
-46,2017-08-28 13:00,4.5,24.1,46.8,14.7,226.4,76.3,45.4,397.3,1.7,70.6,6.7
-46,2017-08-29 13:00,0.6,23.3,51.3,13,283.5,85,47.9,404.5,4,73.9,14
-46,2017-08-30 13:00,2.7,17.4,46.6,10.9,9.3,74.4,41.3,410.7,1.3,66,4.7
-46,2017-08-31 13:00,0,19.3,30.9,6.4,184.5,86.7,44.2,417.1,3.7,69.9,12.7
-46,2017-09-01 13:00,0,23.3,48.9,20.1,198.9,87.9,46.4,423,8.7,72.9,24.5
-46,2017-09-02 13:00,18.8,19.1,74.4,19.5,310.6,51.5,20.3,354.2,0.5,35.6,0.7
-46,2017-09-03 13:00,1.2,19.1,58.1,20,272.3,73.6,21.8,359.4,2,37.9,4.9
-46,2017-09-04 13:00,3.9,7.7,59,17,0.4,58.2,15.8,353.1,0.9,28.4,1
-46,2017-09-05 13:00,0.3,11.3,47.7,0.9,189.5,71.5,16.9,356.9,0.7,30.3,0.8
-46,2017-09-06 13:00,0.2,12.4,41,4.3,46.4,81.4,18.4,360.8,1.6,32.6,3.6
-46,2017-09-07 13:00,0,13.9,36.1,9.7,193.4,86.7,20.1,365,4.3,35.3,9.7
-46,2017-09-08 13:00,2.6,11.6,86,19.3,213.8,61.1,16.4,368.8,1.2,29.5,2.1
-46,2017-09-09 13:00,1.1,17.6,48.4,23.1,287,78.5,18.1,373.7,3.2,32.3,7
-46,2017-09-10 13:00,0.7,13.3,38,21.3,291.3,85,19.7,377.8,6.2,34.9,12.8
-46,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,45.4,10.2,346.3,0.2,18.9,0.2
-47,2017-08-27 13:00,0,21.9,40.6,11.8,175.8,90.2,63.4,403.3,8,91.1,25.8
-47,2017-08-28 13:00,0,23.8,45.8,14.3,225,90.2,66.2,410.6,9.1,94.4,28.7
-47,2017-08-29 13:00,0.2,26.6,39,16.2,275.5,90.4,69.7,418.4,10.3,98.4,31.9
