Scenario,Date,APCP,TMP,RH,WS,WD,FFMC,DMC,DC,ISI,BUI,FWI
-78,2017-09-06 13:00,5.7,5.2,80.7,11.3,300.6,31.3,1.7,283.8,0,3.4,0
-78,2017-09-07 13:00,2.3,8.8,71.6,5.5,191.3,40.2,1.2,287.1,0,2.4,0
-78,2017-09-08 13:00,0,12.3,52.6,7.4,313,64.5,2.3,291,0.8,4.6,0.3
-78,2017-09-09 13:00,0.4,14.6,71,12.5,221.5,75.2,3.1,295.3,1.5,6.1,0.7
-78,2017-09-10 13:00,1.2,9.4,57.9,17.6,303.3,75.5,3.9,298.7,1.9,7.6,1
-78,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,43.7,1.9,273.2,0.2,3.7,0.1
-79,2017-08-27 13:00,0,20.1,41,8.2,198.4,90.2,63.2,403,6.6,90.8,22.7
-79,2017-08-28 13:00,0,21.6,57.8,12.3,204.2,88.3,65.2,409.9,6.2,93.3,22
-79,2017-08-29 13:00,0.1,20.1,68.2,5.5,113.2,86.4,66.6,416.5,3.4,95.1,14
-79,2017-08-30 13:00,24.6,11.2,69.6,13.1,7.9,41.1,27.7,326.7,0.1,45.8,0.1
-79,2017-08-31 13:00,0,14.8,52.7,3.8,253.3,64.8,29.3,332.4,0.6,48,1.2
-79,2017-09-01 13:00,0,19.9,54.7,15.3,219.3,81.1,31,337.7,2.8,50.4,8.2
-79,2017-09-02 13:00,8.1,14.4,97.3,13.6,197,26,16.3,317.7,0,29,0
-79,2017-09-03 13:00,4.8,11.9,87,13.4,263.8,28,10.5,310,0,19.3,0
-79,2017-09-04 13:00,4.2,11.1,77.5,10,291,34.8,6.9,304.3,0,13,0
-79,2017-09-05 13:00,8.3,9.4,96.2,13.9,58.8,14.1,3.2,284.7,0,6.3,0
-79,2017-09-06 13:00,24.4,7.5,55.2,20.1,296.6,36,1.6,218.1,0,3.2,0
-79,2017-09-07 13:00,2.7,9.9,51,10,334.4,51.9,1.5,221.6,0.3,2.9,0.1
-79,2017-09-08 13:00,9.4,5.2,54.1,25.9,293.7,45.4,0.6,202.5,0.3,1.1,0.1
-79,2017-09-09 13:00,0.1,11.7,53.5,12.2,289,68.6,1.6,206.3,1.1,3.2,0.4
-79,2017-09-10 13:00,0.9,16.4,83.2,17.3,234.3,71.4,2.2,210.9,1.6,4.2,0.6
-79,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,42.9,0.9,190.9,0.1,1.8,0
-80,2017-08-27 13:00,0,19.4,42.8,9.6,185.6,90.1,63,402.9,7.1,90.6,23.6
-80,2017-08-28 13:00,0.1,22.8,51.9,10.8,241,89.3,65.4,410,6.7,93.5,23
-80,2017-08-29 13:00,1.3,23.1,62.4,9.7,231,81.7,67.3,417.1,2.2,95.9,10.2
-80,2017-08-30 13:00,7.2,14.2,56.2,14.4,347,58.1,40,397.2,0.7,63.9,2.4
-80,2017-08-31 13:00,0.3,15.8,51,7.2,270,75.9,41.7,403.1,1.2,66.3,4.3
-80,2017-09-01 13:00,0,19.6,47.4,18,233.1,85.3,43.7,408.3,5.4,68.9,16.9
-80,2017-09-02 13:00,11.4,11.9,94.7,3,225,23.2,21.3,369.6,0,37.2,0
-80,2017-09-03 13:00,6.6,13.8,89.4,10,310.6,21.8,12.3,353.3,0,22.7,0
-80,2017-09-04 13:00,9.9,13.6,95.8,15.4,159.4,11.9,6.1,325.6,0,11.6,0
-80,2017-09-05 13:00,5.9,12.7,79.3,17.8,252.3,31.9,3.4,313.9,0,6.7,0
-80,2017-09-06 13:00,5.2,10.8,93.1,19.4,259.3,23.2,1.5,304.6,0,3,0
-80,2017-09-07 13:00,1.3,14.4,64.2,19.1,274.3,55.2,2.5,308.9,0.7,4.9,0.3
-80,2017-09-08 13:00,0.4,17.1,56.7,7.9,245.8,74.4,3.9,313.7,1.1,7.6,0.6
-80,2017-09-09 13:00,5.3,13.9,89.7,6.3,256.8,37.9,1.9,304.6,0,3.8,0
-80,2017-09-10 13:00,1.3,12.8,64.4,13.7,293.2,58.8,2.8,308.6,0.8,5.5,0.3
-80,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,40.4,1.3,282.4,0.1,2.5,0
-81,2017-08-27 13:00,0,20.6,43.6,8.4,176.1,90.1,63.1,403.1,6.7,90.7,22.8
-81,2017-08-28 13:00,0,23.9,57.2,8.4,230.4,88.7,65.3,410.4,5.4,93.5,19.9
-81,2017-08-29 13:00,5.4,23.9,56.2,12.5,258.4,70.8,43.8,400.6,1.2,68.8,4.6
-81,2017-08-30 13:00,13.7,16.4,66.3,8.8,19.6,46.1,21.2,356,0.2,36.9,0.2
-81,2017-08-31 13:00,0.5,16.9,51.5,7.7,152.2,71.3,23,362,1,39.7,2.1
-81,2017-09-01 13:00,0,19.4,64.5,23.3,197,81.5,24.3,367.2,4.4,41.7,10.8
-81,2017-09-02 13:00,38.7,15.6,96,14.5,289.2,17.6,8.6,242.8,0,15.9,0
-81,2017-09-03 13:00,3.7,9.4,74,23.2,302.9,38.6,5.8,239.8,0.1,11,0.1
-81,2017-09-04 13:00,2.3,10.4,62.6,12.5,309.2,52.6,4.9,243.4,0.4,9.3,0.2
-81,2017-09-05 13:00,0,15.4,45.2,5.3,289.6,73.9,6.5,247.8,0.9,12.2,0.6
-81,2017-09-06 13:00,0,17.4,54.6,10.8,210,82.5,8,252.7,2.6,14.8,3.4
-81,2017-09-07 13:00,0.8,20.4,65.8,17.5,278.3,82.4,9.3,258.1,3.6,17.1,5.3
-81,2017-09-08 13:00,3.3,12.2,66.5,16.4,285.3,63.8,6.9,256.5,1.1,12.9,0.8
-81,2017-09-09 13:00,0.3,9.8,43.7,11,308.4,77.9,8,259.9,1.6,14.8,1.8
-81,2017-09-10 13:00,0.4,10.2,49.6,16.6,268.8,83.2,9,263.5,3.8,16.6,5.5
-81,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,45.1,4.6,240.3,0.2,8.9,0.1
-82,2017-08-27 13:00,0,19.9,49.6,8.5,164.3,89.3,62.8,403,5.9,90.4,20.9
-82,2017-08-28 13:00,0.1,22.6,56.7,11.3,222,88.4,64.9,410,6,93,21.5
-82,2017-08-29 13:00,1.3,21.1,63.7,9.1,288.4,80.9,66.6,416.8,2,95.2,9.1
-82,2017-08-30 13:00,5.5,13.1,57.6,11.2,358.1,57.9,43.3,404.3,0.6,68.3,2
-82,2017-08-31 13:00,0,15.8,45.1,6.1,225,76.7,45.2,410.1,1.2,70.8,4.5
-82,2017-09-01 13:00,0.1,16.9,61.9,21.3,206.1,82.7,46.4,414.9,4.5,72.5,15.2
-82,2017-09-02 13:00,5.8,19.4,58,13,255.6,64.5,30.5,400.9,1,51.2,2.9
-82,2017-09-03 13:00,1,12.2,54,17.7,333.4,75.1,31.6,404.8,1.9,52.8,5.9
-82,2017-09-04 13:00,0.8,12.6,47.9,6.1,315,80,32.8,408.8,1.6,54.7,5
-82,2017-09-05 13:00,0.1,15.7,43.9,5.5,97.6,85.2,34.5,413.3,2.9,57.1,9.1
-82,2017-09-06 13:00,0,16.6,43.2,4.7,261.3,87.2,36.3,418,3.6,59.7,11.3
-82,2017-09-07 13:00,0,17.8,51.3,9,216.9,87.2,37.9,422.9,4.5,62,13.8
-82,2017-09-08 13:00,0.3,13.9,66.9,15.3,219.3,85.6,38.8,427.1,5,63.3,15
-82,2017-09-09 13:00,2.2,17.3,70.3,9.3,283.5,70.2,34.8,431.9,1,57.9,3.2
-82,2017-09-10 13:00,3.8,8.8,67.7,21.2,290.9,57.2,25.6,424.6,1,44.5,2.4
-82,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,40,13,389,0.1,24,0.1
-83,2017-08-27 13:00,0,19.9,39.6,6,176.9,90.2,63.2,403,5.9,90.8,20.9
-83,2017-08-28 13:00,0.1,20.8,61.6,10.3,202.6,87.7,65,409.7,5.2,93,19.2
-83,2017-08-29 13:00,0.8,21.1,65.3,6.9,261,83.6,66.6,416.5,2.5,95.1,10.9
-83,2017-08-30 13:00,16,16.6,61.3,7.6,354.6,48.6,31.3,360.6,0.2,51.4,0.3
-83,2017-08-31 13:00,0,16.1,51.2,8,172.2,72.1,33,366.5,1,53.9,3
-83,2017-09-01 13:00,0,17.9,56.8,20.6,185,82.5,34.5,371.4,4.3,56,12.5
-83,2017-09-02 13:00,15.8,18.6,67.6,9.7,254.9,49.4,15.1,321.4,0.2,27,0.3
-83,2017-09-03 13:00,0,17.9,56.4,11.2,266.3,73.4,16.6,326.4,1.2,29.4,2.3
-83,2017-09-04 13:00,0,13.8,40.6,15.9,298.3,83.9,18.1,330.5,4.1,31.9,8.7
-83,2017-09-05 13:00,0.3,12.8,60.4,14,124.5,84.3,19.1,334.5,3.9,33.4,8.5
-83,2017-09-06 13:00,19.9,9.9,95.1,6,25,18.8,8,274.2,0,15,0
-83,2017-09-07 13:00,4,8.3,84.7,9.3,352.6,24.6,5,269.4,0,9.6,0
-83,2017-09-08 13:00,0.4,10.6,63.2,10.7,295.2,51.5,5.8,273,0.3,11,0.2
-83,2017-09-09 13:00,0,14.4,60.3,7.4,240.9,70.1,6.9,277.3,0.9,12.9,0.6
-83,2017-09-10 13:00,1.8,8.8,87.9,9.8,8.4,57.6,6,280.6,0.6,11.4,0.4
-83,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,40.1,3,256.3,0.1,5.9,0
-84,2017-08-27 13:00,0,20.4,46.6,6.9,195.7,89.7,63,403,5.9,90.6,20.7
-84,2017-08-28 13:00,0.1,22.6,54.9,13.5,226.2,88.8,65.2,410.1,7.1,93.3,24
-84,2017-08-29 13:00,0.6,22.8,55.6,3.1,234.5,86.8,67.4,417.2,3.2,96,13.5
-84,2017-08-30 13:00,1.6,15.8,49.4,8.4,9.9,78.8,66.3,423.1,1.5,95.3,7.3
-84,2017-08-31 13:00,0,18.6,49,10.2,202.9,85.1,68.4,429.4,3.5,97.8,14.8
-84,2017-09-01 13:00,0.3,22.4,62.7,17.6,210.8,85.5,69.9,435.1,5.5,99.8,20.7
-84,2017-09-02 13:00,17.8,21.1,62.3,10.6,279.8,55.4,32.6,368.7,0.5,53.4,0.9
-84,2017-09-03 13:00,0.2,19.8,49.2,14.2,305.7,79.1,34.5,374,2.1,56,6.9
-84,2017-09-04 13:00,4.2,11.4,49.4,10.2,280.1,61.6,24.9,366.8,0.8,42.5,1.5
-84,2017-09-05 13:00,0.1,16.9,51.4,12.3,265,79,26.4,371.5,1.9,44.9,5.3
-84,2017-09-06 13:00,0.3,20.1,42.5,9.8,324,86.5,28.6,376.8,4.2,48.1,11.4
-84,2017-09-07 13:00,0,23.6,44.8,9.6,214.3,88.5,31,382.8,5.6,51.6,14.7
-84,2017-09-08 13:00,0,24.1,56.6,10.2,225,88.5,33,388.8,5.8,54.4,15.5
-84,2017-09-09 13:00,0.6,22.4,62.1,6.4,63.4,85.7,34.5,394.6,3.2,56.7,10
-84,2017-09-10 13:00,1.3,23.3,71.2,5.4,180,78.4,35.8,400.4,1.3,58.5,4.3
-84,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,44.2,17.8,367,0.2,31.8,0.2
